price,street_address,longitude,latitude,zipcode,bathrooms,bedrooms,interest_level,outdoor space,dishwasher,elevator,pool,furnished,in unit wash/dryer,in building wash/dryer,fitness center,parking spot,pet policy,doorman,near_restaurants_1_5_miles,moderate_restaurants_3_miles,far_restaurants_7_5_miles
7200,301 E 47 St.,-73.9695,40.753,10017,2,4,low,0,1,1,0,0,0,1,1,0,1,1,8,31,66
4500,235 East 40th Street,-73.9737,40.7491,10017,1,2,low,0,1,1,0,0,0,0,0,0,1,1,10,45,66
3895,60 West 23rd Street,-73.9926,40.7425,10010,1,0,low,1,1,1,1,0,0,1,1,1,1,1,14,34,60
2200,25-67 36th St,-73.9151,40.7674,11103,1,1,low,1,0,0,0,0,0,0,0,0,0,0,0,2,70
2400,342 E 76th st,-73.9556,40.7708,10021,1,0,low,0,0,0,0,0,0,0,0,0,1,0,9,24,68
3000,109 Ludlow Street,-73.9889,40.7194,10002,1,2,low,0,0,0,0,0,0,0,0,0,1,0,14,22,72
3250,346 E 65th St,-73.96,40.7635,10065,1,1,low,0,0,0,0,0,0,0,0,0,0,0,12,26,66
3295,116 John St.,-74.0059,40.7075,10038,1,1,low,1,1,1,0,0,0,1,1,0,1,1,0,14,85
2300,2470 East 29 Street,-73.9415,40.5922,11235,2,3,low,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2500,69 W 55th St,-73.9774,40.7629,10019,1,0,low,0,0,0,0,0,0,0,0,0,0,0,15,29,66
2750,118 West 109th Street,-73.9627,40.8015,10025,1,1,low,0,0,0,0,0,0,0,0,0,1,0,0,12,60
7150,30 W 18 St.,-73.9936,40.7391,10011,2,3,medium,1,1,1,0,0,0,1,1,0,1,1,18,34,60
3800,201 East 33rd Street,-73.9783,40.745,10016,1,2,low,0,0,0,0,0,0,0,0,0,1,0,8,36,63
3895,339 E 10th St,-73.9801,40.7272,10009,2,2,medium,0,0,0,0,0,0,0,0,0,1,0,7,24,66
3350,160 Riverside Blvd,-73.9885,40.7777,10069,1,1,low,0,0,1,0,0,0,1,1,0,1,1,1,24,51
4995,W 23rd St,-73.9985,40.7453,10011,2,1,low,1,0,1,0,1,0,1,0,0,0,1,14,34,60
3175,1295 5 Ave.,-73.9485,40.7967,10029,1,2,low,1,1,1,0,0,1,1,0,0,1,0,0,15,53
2695,437 west 46 street,-73.9922,40.7617,10036,1,2,medium,0,0,0,0,0,0,0,0,0,1,0,15,29,66
4400,240 E 39th St,-73.9746,40.7479,10016,2,2,low,1,0,0,0,0,1,0,0,0,0,0,10,45,66
2895,201 East 12th Street,-73.9875,40.7318,10003,1,0,low,1,1,1,0,0,0,1,0,0,0,0,14,33,60
3605,37 Wall Street,-74.0101,40.7067,10005,1,0,low,0,0,0,0,0,0,0,1,0,1,1,0,14,85
5995,401 E 34th St.,-73.9727,40.7436,10016,2,4,low,1,0,1,0,0,0,1,1,0,0,1,3,36,66
3995,179 Essex St.,-73.9867,40.7219,10002,2,2,medium,0,0,1,0,0,0,0,0,0,0,0,14,24,72
3689,26-14 Jackson Avenue,-73.9416,40.7471,11101,2,2,low,1,1,1,0,0,1,1,1,0,1,0,2,17,66
2125,341 West 45th Street,-73.99,40.7601,10036,1,0,low,0,0,0,0,0,0,1,0,0,1,1,15,29,66
3100,100 Lefferts Avenue,-73.9581,40.6617,11225,1,3,low,0,0,1,0,0,0,0,0,0,1,0,0,11,55
4875,145 Fourth Avenue,-73.9896,40.7341,10003,1,1,low,0,0,1,0,0,0,1,0,0,0,1,22,33,60
4295,560 Hudson St,-74.0058,40.7355,10014,1,1,low,0,0,0,0,0,0,0,0,0,1,0,13,30,60
4095,121 Reade Street,-74.0095,40.7162,10013,1,1,low,0,0,1,0,0,0,0,0,0,1,0,8,19,68
2350,120 E 102 St.,-73.9488,40.7897,10029,1,1,low,1,1,0,0,0,1,0,0,0,0,0,3,12,54
2595,67 West 73rd Street,-73.978,40.7781,10023,1,1,low,0,0,0,0,0,0,0,0,0,1,0,10,24,53
3000,160 Bleecker Street,-74,40.7285,10012,1,0,low,0,1,1,0,0,0,1,0,0,0,0,17,28,62
7000,3 West 108th Street,-73.9595,40.7998,10025,2,5,low,0,0,1,0,0,0,0,0,0,0,0,0,12,60
5215,277 Gold,-73.9827,40.6962,11201,2,3,low,1,1,1,1,0,1,1,1,0,1,1,0,7,86
1895,428 East 81st Street,-73.9506,40.773,10028,1,0,low,0,0,0,0,0,0,0,0,0,0,0,9,17,68
2900,1632 Madison Avenue,-73.9481,40.7957,10029,1,2,low,0,0,1,0,0,0,1,0,0,1,0,0,15,60
1450,490 East 23rd Street,-73.9561,40.6381,11226,1,1,medium,0,0,1,0,0,0,0,0,0,0,0,0,11,47
2525,431 East 9th Street,-73.9834,40.7278,10009,1,2,high,0,0,0,0,0,0,0,0,0,1,0,14,28,66
5125,30 Christopher Street,-74.0009,40.7338,10014,1,1,low,0,0,0,0,0,0,0,0,0,0,0,19,30,60
2500,Prospect Ave,-73.991,40.6652,11215,1,2,high,0,0,0,0,0,1,0,0,0,0,0,0,2,60
2195,341 West 45th Street,-73.99,40.7601,10036,1,0,low,0,0,0,0,0,0,0,0,0,1,0,15,29,66
1600,2247 7th Avenue,-73.9449,40.8136,10027,1,0,high,0,0,0,0,0,0,0,0,0,1,0,3,6,44
3695,500 East 77th Street,-73.9512,40.7698,10162,1,1,low,1,0,1,0,0,0,1,1,0,0,1,9,20,68
4650,170 Amsterdam Ave,-73.9839,40.776,10023,1,1,low,0,0,0,0,0,0,0,1,0,1,0,3,24,51
3050,234 West 13th Street,-74.0019,40.7384,10014,1,0,low,0,0,1,0,0,0,1,0,0,0,0,15,34,60
2945,884 Riverside Drive,-73.9466,40.8373,10032,1,3,low,0,0,1,0,0,0,0,0,0,1,0,0,8,33
1795,352 East 85th Street,-73.9504,40.7763,10028,1,0,low,0,0,0,0,0,0,0,0,0,1,0,9,17,68
3495,888 8th Ave.,-73.9846,40.7637,10019,1,1,low,1,0,1,0,0,0,1,0,0,0,1,15,29,66
1900,51 Eldert Street,-73.9134,40.6865,11207,1,2,low,0,0,0,0,0,0,0,0,0,0,0,0,21,67
3500,2 Cooper Square,-73.9916,40.7272,10003,1,0,low,1,0,1,1,0,0,1,1,0,0,1,14,28,68
2100,502 East 88th Street,-73.9459,40.7769,10128,1,1,low,0,1,0,0,0,0,0,0,0,0,0,9,17,68
3195,410 Eastern Parkway,-73.9548,40.6697,11225,1,3,low,0,0,1,0,0,0,0,0,0,1,0,0,11,60
2350,2238 7th Ave,-73.9453,40.8132,10027,1,2,medium,0,1,0,0,0,0,0,0,0,1,0,3,6,41
3700,206 West 109th Street,-73.9651,40.8024,10025,2,3,low,1,1,0,0,0,1,0,0,0,1,0,0,12,60
2100,532 9 Ave,-73.9935,40.7567,10018,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,17,37,66
6595,50 West 93rd Street,-73.9677,40.7902,10025,2,3,low,0,0,1,0,0,1,0,0,0,1,1,3,15,53
4358,120 W 21st St.,-73.9949,40.7419,10011,1,1,low,0,1,1,0,0,0,1,1,0,1,1,10,34,60
2975,640 Tenth Avenue,-73.9936,40.7616,10036,1,1,low,0,0,0,0,0,0,0,0,0,0,0,15,29,66
3155,200 West 67th Street,-73.9846,40.7756,10023,1,0,medium,1,1,1,0,0,1,0,1,0,0,1,3,24,51
3550,W 53 Street,-73.9885,40.7656,10019,1,1,low,0,1,1,0,0,0,0,0,0,0,1,12,29,66
5100,219 East 69th Street,-73.9607,40.7675,10021,2,3,low,0,0,1,0,0,0,1,0,0,0,1,12,26,68
3300,100 John Street,-74.0065,40.7081,10038,1,3,medium,0,1,1,1,0,1,0,1,0,1,1,0,14,85
3695,95 Perry Street,-74.0054,40.7354,10014,1,1,low,0,0,0,0,0,0,0,0,0,1,0,13,30,60
4300,96 Fifth Avenue,-73.9934,40.7366,10011,1,1,low,0,0,0,0,0,0,0,0,0,1,1,24,34,60
4795,90 West Street,-74.0124,40.71,10006,2,2,medium,0,1,1,0,0,0,1,1,0,1,1,0,17,81
3127,42-15 Crescent Street,-73.9406,40.7502,11101,1,1,low,0,0,0,0,0,0,0,1,0,0,0,2,17,66
2659,1632 Madison Avenue,-73.9481,40.7957,10029,1,2,medium,0,1,1,0,0,1,1,0,0,1,0,0,15,60
2575,353 East 83rd Street,-73.951,40.7752,10028,1,0,low,0,0,0,0,0,0,0,0,0,0,1,9,17,68
2650,56 West 65th Street,-73.9813,40.7724,10023,1,0,low,0,1,1,0,0,0,0,0,0,0,0,6,24,66
8500,885 6th Ave.,-73.9893,40.7484,10001,2,2,low,1,1,1,1,0,1,0,1,0,0,1,16,34,63
12500,1113 York Avenue,-73.9593,40.7594,10065,2,2,low,0,0,0,1,0,0,0,1,0,1,1,9,26,66
3475,118 W 73 Street,-73.9792,40.7782,10023,1,1,low,0,0,0,0,0,0,1,0,0,0,0,10,24,53
4791,55 West 26th Street,-73.9909,40.7448,10010,1,1,low,0,0,1,0,0,0,0,1,0,1,1,14,34,63
1900,601 W 143,-73.9515,40.8252,10031,1,2,medium,0,0,1,0,0,0,1,0,0,1,0,3,8,41
14500,206 Upper Mountain Avenu,-74.216,40.8336,7042,6.5,7,low,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3100,163 E 36 Street,-73.9775,40.7473,10016,1,1,low,1,1,1,0,0,0,0,0,0,1,0,10,45,66
2000,226 E 14th St,-73.9862,40.7326,10003,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,14,33,60
3300,271 W 47 St.,-73.987,40.7604,10036,1,2,medium,1,1,1,0,0,0,1,1,0,1,1,15,29,66
2700,2064 5th ave,-73.9415,40.8081,10027,1,1,low,0,1,0,0,0,0,1,0,0,1,0,3,6,49
2195,1890 Lexington Avenue,-73.9409,40.7998,10035,1,1,low,0,0,0,0,0,0,0,0,0,0,1,0,15,46
1995,449 West 37th Street,-73.997,40.7564,10018,1,1,low,0,0,0,0,0,0,0,0,0,0,0,17,28,63
2775,437 West 46th Street,-73.9921,40.7618,10036,1,1,low,1,1,0,0,0,0,0,0,0,0,0,15,29,66
2400,108 East 4th Street,-73.9884,40.7255,10003,1,0,medium,0,1,0,0,0,0,0,0,0,0,0,14,24,68
3350,120 MacDougal St,-74.0018,40.7307,10014,1,2,high,0,0,0,0,0,0,0,0,0,1,0,19,28,60
2850,595 Kosciuszko St,-73.9306,40.6932,11221,1,4,high,0,0,0,0,0,0,0,0,0,1,0,15,15,84
2700,305 E 91 St,-73.9488,40.781,10128,1,2,low,0,1,0,0,0,0,0,0,0,0,0,9,13,68
2850,4615 Center Boulevard,-73.956,40.7472,11109,1,1,low,0,0,0,0,0,0,0,0,0,1,0,2,26,66
2550,John St,-74.006,40.7079,10038,1,0,low,1,0,1,0,0,0,1,1,0,1,1,0,14,85
5000,1619 Third Ave,-73.9507,40.7814,10128,2,4,medium,0,0,1,0,0,0,1,0,0,0,1,9,15,64
2795,62-64 Forsyth Street,-73.9936,40.7169,10002,1,2,high,0,0,0,0,0,0,0,0,0,1,0,14,19,72
3465,236 East 36th Street,-73.9757,40.7462,10016,1,1,low,0,0,1,0,0,0,0,0,0,1,1,8,45,66
4200,West St,-74.0114,40.7078,10005,1,3,low,0,0,0,0,0,0,0,0,0,0,0,0,14,85
2150,299 Tenth Avenue,-74.0025,40.7505,10001,1,0,low,0,0,0,0,0,0,0,0,0,0,0,14,34,63
2295,76 Saint Marks Place,-73.9859,40.7277,10003,1,0,low,0,0,0,0,0,0,0,0,0,0,0,14,28,66
3495,200 East 15th Street,-73.9865,40.7338,10003,1,2,low,0,0,1,0,0,0,0,0,0,0,1,17,33,60
2205,132-134 Thompson Street,-74.001,40.7264,10012,1,1,low,0,0,0,0,0,0,0,0,0,0,0,17,24,62
4500,200 West 58th Street,-73.9799,40.7662,10019,1,2,low,0,0,0,0,0,0,0,0,0,1,1,10,29,66
3900,26 Grove,-74.005,40.7324,10014,1,1,low,0,0,1,0,0,0,1,0,0,1,0,19,28,60
2350,1683 Eighth Avenue,-73.9841,40.6596,11215,1,1,medium,0,1,0,0,0,0,0,0,0,1,0,0,2,55
2900,96 Fifth Avenue,-73.9934,40.7366,10011,1,1,medium,0,1,1,0,0,0,1,0,0,0,0,24,34,60
3495,200 East 15th Street,-73.9865,40.7338,10003,1,2,medium,0,1,1,0,0,0,0,0,0,0,1,17,33,60
2250,86-11 Whitney Avenue,-73.879,40.742,11373,1,2,low,0,1,1,0,0,0,1,0,0,1,0,0,0,70
3970,110 Livingston Street,-73.9899,40.691,11201,1,1,low,0,0,1,0,0,0,0,1,0,1,1,0,6,77
3662,W 103 Street,-73.9671,40.7985,10025,1,3,low,0,0,0,0,0,0,0,0,0,0,0,0,12,54
3400,440 E 78,-73.952,40.7709,10075,2,3,high,0,1,0,0,0,0,0,0,0,0,0,9,20,68
2500,318 E 89 Street,-73.9492,40.7793,10128,1,1,low,0,1,1,0,0,0,0,0,0,0,0,9,15,68
2175,241 Himrod St,-73.9196,40.7006,11237,1,2,low,0,0,0,0,0,0,0,0,0,0,0,15,15,95
2750,888 Main Street,-73.9436,40.769,10044,0,1,low,0,0,0,0,0,0,0,1,0,1,1,9,17,68
2195,224 Sullivan Street,-73.9999,40.7297,10012,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,19,28,60
1795,656 W 171st St #1B,-73.9406,40.8436,10032,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,6,27
2650,196 5th Avenue,-73.9804,40.6769,11215,1,1,medium,0,0,0,0,0,0,0,0,0,1,0,0,0,67
5100,85 John st,-74.0064,40.7085,10038,1,3,low,0,0,1,0,0,0,0,0,0,1,0,0,14,85
3995,684 Riverside Dr.,-73.9513,40.8274,10031,2,4,medium,0,0,1,0,0,0,1,0,0,1,0,3,8,39
2650,341 W 45 St.,-73.9901,40.7601,10036,1,1,low,0,0,1,0,0,0,1,0,0,1,1,15,29,66
5500,361 East 50th Street,-73.9663,40.7541,10022,2,3,low,0,1,1,0,0,1,1,0,0,0,0,8,31,66
12000,30 West Street,-74.0149,40.7096,10280,3,3,low,0,1,1,0,0,1,1,1,0,0,1,0,14,81
5895,360 W 55 Street,-73.9863,40.7664,10019,2,3,low,0,0,1,0,0,0,1,0,0,1,1,12,29,66
2395,924 Metropolitan Ave,-73.9383,40.7145,11211,0,1,low,0,0,0,0,0,0,0,0,0,0,0,15,17,71
3295,330 E 35th St.,-73.974,40.7446,10016,1,2,low,0,1,0,0,0,1,0,0,0,1,0,6,42,66
2300,253 W 72 St.,-73.9836,40.7798,10023,1,0,low,0,1,1,0,0,0,1,0,0,1,1,1,24,53
6725,500 W 30th St,-74.0011,40.7521,10001,2,2,low,0,0,0,0,0,1,0,0,0,1,0,16,34,63
2750,716 Lorimer Street,-73.9501,40.7183,11211,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,23,71
2500,63 W 8 Street,-73.9991,40.7336,10011,1,0,low,0,0,0,0,0,0,0,0,0,1,0,19,30,60
3300,301 E 49 St.,-73.9685,40.7543,10017,1,2,medium,0,1,1,0,0,1,1,0,0,0,0,8,31,66
4100,260 West 54th Street,-73.984,40.7645,10019,1,1,low,0,0,1,0,0,0,1,1,0,0,1,15,29,66
3600,235 W 48 St.,-73.9861,40.7608,10019,1,2,low,1,0,1,1,0,0,1,1,0,1,1,15,29,66
2769,223 North 8th St,-73.9545,40.7172,11211,1,0,low,0,0,1,0,0,0,0,1,0,1,1,0,23,71
3395,236 W 15,-74.0009,40.7398,10011,1,1,low,0,0,0,0,0,0,0,0,0,0,0,15,34,60
2250,58 West 48th Street,-73.9806,40.7581,10036,1,1,low,0,0,0,0,0,0,0,0,0,0,0,15,29,66
1900,98-25 64th Rd,-73.8573,40.7301,11374,1,1,high,0,0,1,0,0,0,0,0,0,0,0,0,0,50
2500,147 E 61st St,-73.9667,40.7634,10065,1,1,high,0,0,0,0,0,0,0,0,0,0,0,15,26,66
2560,180 Riverside Boulevard,-73.9771,40.7923,10024,1,0,low,0,0,0,0,0,0,0,1,0,1,0,0,15,53
3400,50 North 1st Street,-73.9649,40.7167,11211,1,1,low,0,1,1,0,0,1,0,0,0,1,0,0,29,73
2100,321 East 108th Street,-73.9402,40.7916,10029,1,2,low,0,0,0,0,0,0,0,0,0,1,0,0,15,54
1800,213 W. 139th St,-73.9426,40.8183,10030,1,1,low,0,0,0,0,0,0,0,0,0,1,0,3,8,44
2000,417 E 65 Street,-73.9581,40.7631,10065,1,1,low,0,0,0,0,0,0,0,0,0,1,0,12,26,66
2250,7 W 87 Street,-73.9695,40.7865,10024,1,0,low,0,1,1,0,0,0,0,0,0,0,0,9,15,53
6495,117 West 13th Street,-73.9981,40.7372,10011,2,3,low,0,1,0,0,0,1,1,0,0,0,0,21,34,60
1800,321 East 108th Street,-73.9402,40.7916,10029,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,15,54
3000,40 Saint Nicholas Pl.,-73.942,40.8282,10031,2,3,medium,0,0,1,0,0,0,0,0,0,1,0,3,8,37
2195,311 East 71st Street,-73.9579,40.7679,10021,1,0,medium,0,0,1,0,0,0,1,0,0,0,1,12,26,68
4500,610 West 42nd Street,-73.9992,40.761,10036,2,3,medium,0,1,1,1,0,1,0,1,0,0,1,9,20,66
4525,435 West 23rd Street,-74.0026,40.7473,10011,1,1,low,1,0,1,0,0,0,1,1,1,0,1,14,34,60
2700,220 Sullivan St,-73.9999,40.7296,10012,1,0,medium,0,1,1,0,0,1,1,0,0,0,0,19,28,62
1675,170 East 4th Street,-73.9778,40.6481,11218,1,0,medium,0,0,1,0,0,0,0,0,0,1,0,0,2,61
6000,184 Lexington Ave.,-73.9812,40.7449,10016,2,3,low,1,1,1,0,0,0,0,1,0,0,1,5,34,63
3184,250 North 10th Street,-73.9531,40.7176,11211,1,1,low,0,0,0,0,0,0,0,1,0,1,1,0,23,71
2350,213 E 84 Street,-73.9542,40.7774,10028,1,1,low,0,0,0,0,0,0,0,0,0,0,0,9,15,68
2600,164 East 37th Street,-73.9771,40.7477,10016,1,1,low,0,1,0,0,0,0,0,0,0,1,0,10,45,66
2900,601 W 57 Street,-73.9917,40.7709,10019,1,0,low,0,1,1,0,0,0,1,0,0,1,1,7,29,51
4825,77 West 24th Street,-73.9919,40.7436,10010,1,1,low,0,0,0,0,0,0,0,1,0,1,1,14,34,60
3500,141 East 56th Street,-73.9689,40.7602,10022,1,1,low,0,1,1,0,0,0,0,1,0,0,1,9,28,66
7500,89 Murray Street,-74.0115,40.715,10007,2,2,low,0,1,1,0,0,1,1,1,0,0,1,8,19,64
2200,323 West 75th Street,-73.984,40.7824,10023,1,0,medium,0,0,1,0,0,0,1,0,0,1,0,1,21,53
11500,1775 York Avenue,-73.9444,40.7802,10128,3,4,low,1,1,1,1,0,1,1,1,0,0,1,9,13,68
4023,250 West 50th Street,-73.9854,40.7619,10019,1,1,low,0,0,0,0,0,0,0,1,0,1,1,15,29,66
6000,"34 Desbrosses
",-74.0106,40.7236,10013,2,2,medium,1,1,1,0,0,0,1,1,0,1,1,14,21,62
3550,271 West 47th Street,-73.987,40.7604,10036,1,2,low,1,1,0,0,0,1,1,1,0,0,1,15,29,66
2475,55 West End Avenue,-73.9894,40.7735,10023,0,0,medium,0,0,1,0,0,0,1,1,1,0,1,7,26,51
2950,311 W 111 St.,-73.9585,40.8018,10026,1,2,low,0,0,0,0,0,0,0,0,0,1,0,0,15,46
3300,415 w 150th,-73.9433,40.8278,10031,2,2,low,0,1,1,0,0,0,1,0,0,1,1,3,8,37
2450,153 Norfolk Street,-73.9866,40.7206,10002,1,0,low,0,0,0,0,0,0,0,0,0,1,0,14,24,72
2650,513 East 82nd Street,-73.948,40.7731,10028,1,1,low,0,1,0,0,0,1,0,0,0,1,0,9,17,68
4000,60 West 66th Street,-73.9814,40.7733,10023,1,1,low,1,0,1,0,0,0,0,1,0,0,1,6,24,62
3420,170 Amsterdam Ave,-73.9839,40.776,10023,1,0,low,0,0,0,0,0,0,0,1,0,1,0,3,24,51
4500,200 West 58th Street,-73.9799,40.7662,10019,1,2,low,0,0,0,0,0,0,0,0,0,1,1,10,29,66
2695,888 8 Ave.,-73.9847,40.7637,10019,1,1,low,0,1,1,0,0,0,1,0,0,0,1,15,29,66
2100,439 16th Street,-73.9812,40.661,11215,1,1,low,0,0,0,0,0,0,0,0,0,1,0,0,2,55
3750,45 Wall Street,-74.0099,40.7062,10005,1,3,low,0,1,1,0,0,1,1,1,0,0,1,0,14,85
7995,201 East 69th Street,-73.9616,40.7677,10021,2,3,low,1,1,1,0,0,1,1,1,0,0,1,12,26,68
2245,413 E 9,-73.984,40.7281,10009,1,1,low,0,0,0,0,0,0,0,0,0,0,0,14,28,66
2595,61-55 Junction Boulevard,-73.8638,40.7327,11374,1,1,low,0,0,1,0,0,0,0,1,0,1,1,0,0,50
4595,100 Maiden Lane #525,-74.0113,40.7076,10005,1,3,low,1,0,1,0,0,0,1,1,0,0,1,0,14,85
2595,309 East 61st Street,-73.9626,40.7617,10065,1,2,low,0,0,0,0,0,0,0,0,0,1,0,14,26,66
7425,50 Murray Street,-74.0096,40.7141,10007,1,1,low,1,1,1,0,0,0,1,1,1,1,1,8,19,81
4100,200 West 93rd Street,-73.9723,40.7922,10025,1,2,low,0,0,1,0,0,0,1,0,0,1,1,0,15,53
2600,330 E 46 St.,-73.969,40.7517,10017,1,0,low,1,1,1,0,0,0,1,1,0,0,1,8,37,66
2450,1863 Park Place,-73.9156,40.6717,11233,1,3,medium,1,0,0,0,0,0,0,0,0,0,0,0,26,59
2799,182 East 95th Street,-73.9503,40.7845,10128,1,1,low,1,1,1,0,0,0,1,0,0,0,0,9,13,53
2050,34-26 Steinway Street,-73.9217,40.756100000000004,11101,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,2,2,68
3065,54 Maujer Street,-73.9484,40.7104,11206,1,2,low,0,0,0,0,0,0,0,0,0,0,0,0,15,73
2000,417 E 65 Street,-73.9581,40.7631,10065,1,1,medium,0,0,0,0,0,0,0,0,0,1,0,12,26,66
1550,85 -03A 57th Avenue,-73.8775,40.7319,11373,1,1,medium,0,0,0,0,0,0,0,0,0,1,1,0,0,65
3595,90 Washington Street,-74.0128,40.7087,10006,1,2,medium,1,1,1,0,0,0,1,1,0,1,1,0,14,81
2400,243 West 54th Street,-73.9832,40.7645,10019,1,1,low,0,0,0,0,0,0,0,0,0,1,0,15,29,66
2450,434 West 19th Street,-74.0048,40.7446,10011,1,0,high,0,0,1,0,0,0,1,0,0,1,0,7,34,60
2550,267 E. 10th Street,-73.9831,40.7284,10009,1,0,low,0,0,0,0,0,0,0,0,0,0,0,14,28,66
6998,401 East 34th Street,-73.9727,40.7436,10016,2,2,low,1,0,1,0,0,0,0,0,0,1,1,3,36,66
3985,282 11th Avenue,-74.0045,40.7521,10001,1,1,low,0,0,1,0,0,0,0,1,0,1,1,14,34,63
2300,2823 Albemarle Rd,-73.9504,40.6483,11226,1,3,medium,0,0,0,0,0,0,0,0,0,1,0,5,11,53
2325,50 Battery Place,-74.018,40.7067,10280,1,1,medium,0,1,1,0,0,1,0,1,0,0,1,0,14,78
3995,460 West 20th Street,-74.0053,40.7456,10011,1,2,low,0,1,0,0,0,0,0,0,0,0,1,11,34,60
2950,53 4th Avenue,-73.9791,40.6827,11217,1,1,low,0,0,0,0,0,0,0,0,0,1,0,0,0,76
2147,502 W 170,-73.9365,40.841,10032,1,3,high,0,0,0,0,0,0,0,0,0,0,0,2,9,27
3800,550 West 54th Street,-73.9915,40.7678,10019,1,1,low,1,1,1,1,0,1,1,1,0,1,1,12,29,66
2250,34-15 Parsons Boulevard,-73.8235,40.7663,11354,1,2,low,0,1,1,0,0,0,0,0,0,1,0,4,8,24
1995,AMSTERDAM & W 159,-73.9411,40.8341,10032,1,2,low,0,0,0,0,0,0,0,0,0,0,0,0,8,33
2995,358 West 45th Street,-73.9908,40.7599,10036,1,2,low,0,1,0,0,0,0,0,0,0,1,0,15,29,66
5020,25 Broad St.,-74.0111,40.7061,10005,2,3,low,1,1,1,0,0,0,1,1,0,1,1,0,14,85
2850,350 West 55th Street,-73.9859,40.7661,10019,1,1,low,0,0,1,0,0,1,1,0,0,0,1,12,29,66
6500,163 East 36TH Street,-73.9775,40.7474,10016,2,2,low,1,1,1,0,0,1,1,0,0,1,0,10,45,66
2700,350 East 52nd Street,-73.9657,40.7552,10022,1,2,medium,1,1,1,0,0,0,1,0,0,0,1,8,26,66
4000,324 E 52nd St,-73.9666,40.7555,10022,1,2,low,1,1,1,0,0,0,0,0,0,0,1,8,31,66
2050,E 91st St,-73.9504,40.7815,10128,1,0,low,0,0,1,0,0,0,0,0,0,1,0,9,15,64
4500,205 E 92nd St,-73.9509,40.7826,10128,2,2,low,1,1,1,0,0,1,0,0,0,1,1,9,15,64
3483,350 3rd Avenue,-73.9822,40.7407,10010,1,1,medium,1,1,0,0,0,1,0,0,0,0,0,5,34,60
1925,2371 2nd Avenue,-73.9354,40.8007,10035,1,2,high,0,0,0,0,0,0,0,0,0,1,0,0,15,49
2250,209 MacDonough Street,-73.938,40.6818,11216,1,2,medium,0,0,0,0,0,0,0,0,0,0,0,0,25,54
2095,232 East 74th Street,-73.9585,40.7704,10021,1,0,low,0,1,0,0,0,0,1,0,0,1,0,12,26,68
3200,341 E 19th St.,-73.9812,40.735,10003,1,3,high,0,1,1,0,0,0,1,1,0,1,1,9,34,60
4000,300 East 39th Street,-73.9732,40.7476,10016,1,1,low,1,1,1,0,0,1,0,0,0,1,1,8,45,66
2500,309 Gold St.,-73.9831,40.6952,11201,1,0,low,1,1,1,1,0,1,1,1,0,0,1,0,7,83
8303,160 Madison Ave,-73.984,40.747,10016,1.5,1,low,1,1,1,0,0,1,1,1,0,0,1,14,34,63
3200,247 W 87 St.,-73.9756,40.789,10024,1,1,medium,1,1,1,1,0,0,1,1,0,1,1,0,15,53
6200,222 East 39th Street,-73.9748,40.7481,10016,2,4,high,1,1,0,0,0,0,0,0,0,1,0,10,45,66
2608,400 East 89th Street,-73.9478,40.7786,10128,1,0,low,0,0,1,0,0,0,0,0,0,1,0,9,15,68
5100,400 W 113th St,-73.9605,40.804,10025,2,2,low,0,0,0,0,0,0,0,0,0,1,0,0,15,46
2000,260 East 90th,-73.9508,40.7808,10128,1,0,high,0,0,1,0,0,0,1,1,0,0,1,9,15,68
2399,117 W 58 St.,-73.9772,40.7655,10019,1,1,low,1,1,1,0,0,1,1,0,0,0,1,10,29,66
5269,8 Peter Cooper Road,-73.9751,40.7339,10010,2,2,low,0,0,0,0,0,0,0,0,0,1,0,6,35,66
2100,439 16th Street,-73.9812,40.661,11215,1.5,1,low,0,0,0,0,0,0,0,0,0,0,0,0,2,55
2400,120 Orchard Street,-73.9894,40.7194,10002,1,1,low,1,0,0,0,0,0,0,0,0,0,0,14,22,72
3050,85 John Street,-74.0066,40.7084,10038,1,2,medium,1,1,1,0,0,1,1,1,0,0,1,0,14,85
2500,562 W 174 Street,-73.9366,40.8444,10033,1,3,low,1,1,1,0,0,0,1,0,0,1,0,2,15,27
5100,64 Henry Street,-73.9924,40.699,11201,2,3,medium,0,0,1,0,0,1,0,0,0,1,0,0,14,86
3050,8 Spruce St.,-74.0055,40.7111,10038,1,0,low,0,1,0,0,0,1,1,0,0,0,0,8,17,85
3600,90 Washington Street,-74.0149,40.708,10006,1,0,low,0,0,1,0,0,0,0,0,0,1,1,0,14,81
3610,240 East 27TH Street,-73.9795,40.7404,10016,1,1,low,0,1,1,0,0,0,1,1,1,1,1,5,36,63
3000,west 49th street and 9th avenue,-73.9894,40.7629,10019,1,2,medium,0,0,0,0,0,0,0,0,0,1,0,15,29,66
4595,219 East 89th Street,-73.9513,40.7804,10128,1,3,low,0,1,0,0,0,0,0,0,0,0,0,9,15,68
